 TITLE = "Parameters_1"
 VARIABLES = "iens" "pri" "Time_to_death" "N" "I0" "R0" "D_incbation" "D_infectious" "D_recovery_mild" "D_recovery_severe" "D_hospital_lag" "CFR" "p_severe" "Rt" "InterventionTime"
 ZONE T="Parameters_1"  F=POINT, I=   99, J=1, K=1
    1    1     32.000002933094.00000      0.28730      3.90906      5.20000      2.90000     11.10000     28.60000      5.00000      0.00987      0.02108      0.95514     26.00000
    2    1     32.000002933094.00000      1.16157      2.60483      5.20000      2.90000     11.10000     28.60000      5.00000      0.01133      0.02101      0.92918     26.00000
    3    1     32.000002933094.00000      0.32895      2.36939      5.20000      2.90000     11.10000     28.60000      5.00000      0.00480      0.01861      0.94308     26.00000
    4    1     32.000002933094.00000      4.76850      2.26154      5.20000      2.90000     11.10000     28.60000      5.00000      0.01077      0.02279      0.95721     26.00000
    5    1     32.000002933094.00000      2.98176      2.52543      5.20000      2.90000     11.10000     28.60000      5.00000      0.01015      0.01696      0.94121     26.00000
    6    1     32.000002933094.00000      0.31572      2.27378      5.20000      2.90000     11.10000     28.60000      5.00000      0.01110      0.01638      0.95849     26.00000
    7    1     32.000002933094.00000      0.46909      3.38415      5.20000      2.90000     11.10000     28.60000      5.00000      0.00854      0.01935      0.99465     26.00000
    8    1     32.000002933094.00000      3.63270      2.65015      5.20000      2.90000     11.10000     28.60000      5.00000      0.01010      0.01991      0.90776     26.00000
    9    1     32.000002933094.00000      0.33059      2.80623      5.20000      2.90000     11.10000     28.60000      5.00000      0.00963      0.01916      0.95432     26.00000
   10    1     32.000002933094.00000      0.78635      2.53793      5.20000      2.90000     11.10000     28.60000      5.00000      0.01167      0.02082      0.97120     26.00000
   11    1     32.000002933094.00000      0.32279      3.19013      5.20000      2.90000     11.10000     28.60000      5.00000      0.01071      0.01958      0.92854     26.00000
   12    1     32.000002933094.00000      2.52733      2.83354      5.20000      2.90000     11.10000     28.60000      5.00000      0.01034      0.02045      0.93291     26.00000
   13    1     32.000002933094.00000      0.28729      3.53390      5.20000      2.90000     11.10000     28.60000      5.00000      0.00809      0.01869      0.95782     26.00000
   14    1     32.000002933094.00000      0.32017      2.50533      5.20000      2.90000     11.10000     28.60000      5.00000      0.01341      0.02027      0.94764     26.00000
   15    1     32.000002933094.00000      1.24862      2.04379      5.20000      2.90000     11.10000     28.60000      5.00000      0.01144      0.01848      0.97327     26.00000
